courseCode,courseName,major
ENGX8075 , Professional Context Project," Media, Communications, Creative Arts, Language and Literature "
ENGX8090 , Special Study Unit 1: Research Preparation ," Media, Communications, Creative Arts, Language and Literature "
ENGX8091 , Special Study Unit 2: Research Thesis ," Media, Communications, Creative Arts, Language and Literature "
ENVS1000 , Environment Skills, Earth and Environmental Sciences 
ENVS1017 , The Living Environment, Earth and Environmental Sciences 
ENVS1018 , Environmental Management for a Changing World, Earth and Environmental Sciences 
ENVS2115 ," Climate Change, Energy and our Future", Earth and Environmental Sciences 
ENVS2237 ," Natural Hazards, Disasters and their Management", Earth and Environmental Sciences 
ENVS2266 , Earth Surface Processes, Earth and Environmental Sciences 
ENVS2364 , Introduction to Geographic Information Science, Earth and Environmental Sciences 
ENVS2467 , Australian Environmental Futures, Earth and Environmental Sciences 
ENVS3101 ," Ocean, Coasts and Climate", Earth and Environmental Sciences 
ENVS3102 , Urban Climate and Air Quality, Earth and Environmental Sciences 
ENVS3238 , Environmental Quality and Assessment, Earth and Environmental Sciences 
ENVS3240 , Environmental Change, Earth and Environmental Sciences 
ENVS3241 , Active Environments, Earth and Environmental Sciences 
ENVS3383 , Environmental Analysis Using Remote Sensing and GIS, Earth and Environmental Sciences 
ENVS3439 , Geomorphic Analysis of Rivers and Wetlands for Conservation and Management, Earth and Environmental Sciences 
ENVS3462 , Environmental Management, Earth and Environmental Sciences 
ENVS3463 , Environmental Management Project, Earth and Environmental Sciences 
ENVS6115 ," Climate Change, Energy and our Future", Earth and Environmental Sciences 
ENVS6116 , The Atmospheric Environment, Earth and Environmental Sciences 
ENVS6202 , The Living Environment, Earth and Environmental Sciences 
ENVS6364 , Introduction to Geographic Information Science, Earth and Environmental Sciences 
ENVS6405 , Australian Environmental Futures, Earth and Environmental Sciences 
ENVS7104 , Climate Change and Adaptation, Earth and Environmental Sciences 
ENVS7205 , Environmental Pollution, Earth and Environmental Sciences 
ENVS7353 , Environmental Applications of GIS and Remote Sensing, Earth and Environmental Sciences 
ENVS7418 , Environmental Planning, Earth and Environmental Sciences 
ENVS7498 , Environmental Remediation, Earth and Environmental Sciences 
ENVS8104 , Climate Change and Adaptation, Earth and Environmental Sciences 
ENVS8205 , Environmental Pollution, Earth and Environmental Sciences 
ENVS8229 , Sustainable Cities, Earth and Environmental Sciences 
ENVS8308 , Introduction to Geographic Information Science for Postgraduates, Earth and Environmental Sciences 
ENVS8353 , Environmental Applications of GIS and Remote Sensing, Earth and Environmental Sciences 
ENVS8403 , Science in Environmental Management, Earth and Environmental Sciences 
ENVS8407 , Field Methods in Environmental Science, Earth and Environmental Sciences 
ENVS8418 , Environmental Planning, Earth and Environmental Sciences 
ENVS8498 , Environmental Remediation, Earth and Environmental Sciences 
ENVS8519 , Environmental Health, Earth and Environmental Sciences 
ENVS8525 , Sustainability and Transitions , Earth and Environmental Sciences 
ENVS8527 , Engaging Society with Sustainable Development, Earth and Environmental Sciences 
ENVS8544 , Sustainability Consultancy Work Practice, Earth and Environmental Sciences 
ENVS8990 , Environmental Sciences, Earth and Environmental Sciences 
FOAR1000 , Indigenous Cultural Exchange,Owned at Faculty level 
FOAR1001 , Indigenous Research Project,Owned at Faculty level 
FOAR7000 , Research Paradigms,Owned at Faculty level 
FOAR7001 , Research Communications,Owned at Faculty level 
FOAR7002 , Research Frontiers,Owned at Faculty level 
FOAR7003 , Digital Literacies for Researchers,Owned at Faculty level 
FOAR7004 , Arts Internship for Researchers,Owned at Faculty level 
FOAR7005 , Research Theme 1: Living in the Anthropocene,Owned at Faculty level 
FOAR7006 ," Research Theme 2: Feminism, Queer Theory and the Problem of Identity",Owned at Faculty level 
FOAR7007 , Research Theme 3: Neoliberalism and Its Discontents,Owned at Faculty level 
FOAR7008 , Research Theme 4: Globalising Cultures,Owned at Faculty level 
FOAR7010 , Research Theme 5: Evolution of Education,Owned at Faculty level 
FOHS3050 , Critical Communication,Owned at Faculty level 
FOHS7000 , Research Frontiers in Human Sciences,Owned at Faculty level 
FOHS7010 , Research Communication in the Human Sciences,Owned at Faculty level 
FOHS7100 , Ethical Issues in Research,Owned at Faculty level 
FOHS7200 , Advanced Topics in Research in the Human Sciences 1,Owned at Faculty level 
FOHS7210 , Advanced Topics in Research in the Human Sciences 2,Owned at Faculty level 
FOHS7220 , Advanced Topics in Research in the Human Sciences 3,Owned at Faculty level 
FOHS7230 , Advanced Topics in Research in the Human Sciences 4,Owned at Faculty level 
FOSE1005 , Mathematical Concepts for Science,Owned at Faculty level 
FOSE1015 , Statistical Concepts for Science,Owned at Faculty level 
FOSE1025 , Scientific Computing,Owned at Faculty level 
FOSE2005 , Global Challenges and STEM,Owned at Faculty level 
FOSE2901 , Advanced STEM II,Owned at Faculty level 
FOSE3000 , Making Science Work for You and Society: Capstone,Owned at Faculty level 
FOSE3005 , Global Challenges Project,Owned at Faculty level 
FOSE3901 , Advanced STEM III,Owned at Faculty level 
FOSE7000 , Research Communications in Science and Engineering,Owned at Faculty level 
FOSE8010 , Leadership in Science Research and Innovation,Owned at Faculty level 
FOSE8020 , Entrepreneurship and Innovation in Science and Technology,Owned at Faculty level 
FOSE8110 , Science Innovation Internship,Owned at Faculty level 
FOSX1015 , Statistical Concepts for Science,Owned at Faculty level 
FOSX1025 , Scientific Computing,Owned at Faculty level 
FREN1000 , French for Travellers," Media, Communications, Creative Arts, Language and Literature "
FREN1010 , I French Studies 1," Media, Communications, Creative Arts, Language and Literature "
FREN1020 , I French Studies 2," Media, Communications, Creative Arts, Language and Literature "
FREN1210 , C French Studies 3," Media, Communications, Creative Arts, Language and Literature "
FREN1220 , C French Studies 4," Media, Communications, Creative Arts, Language and Literature "
FREN2010 , I French Studies 3," Media, Communications, Creative Arts, Language and Literature "
FREN2020 , I French Studies 4," Media, Communications, Creative Arts, Language and Literature "
FREN2210 , C French Studies 5," Media, Communications, Creative Arts, Language and Literature "
FREN2220 , C French Studies 6," Media, Communications, Creative Arts, Language and Literature "
FREN3010 , I French Studies 5," Media, Communications, Creative Arts, Language and Literature "
FREN3020 ,  I FRENCH Studies 6," Media, Communications, Creative Arts, Language and Literature "
GEND1000 , Freedom Dreams: Foundations in Gender Studies, Social Sciences 
GEND1020 , Gender and Power, Social Sciences 
GEND2020 , Modern Families, Social Sciences 
GEND2030 ," Sex, Race, and Rock", Social Sciences 
GEND3010 ," Gender, Crime and Violence", Social Sciences 
GEND3030 , Decolonising Identity, Social Sciences 
GENX1000 , Freedom Dreams: Foundations in Gender Studies, Social Sciences 
GENX2020 , Modern Families, Social Sciences 
GENX3010 ," Gender, Crime and Violence", Social Sciences 
GENX3020 , Modern Families, Social Sciences 
GEOP1010 , Introducing Human Geography, Social Sciences 
GEOP1030 , Sydney and the Great Australian Dream, Social Sciences 
GEOP1040 , Planning Systems, Social Sciences 
GEOP1080 , Urban Planet: Cities and Planning in the Anthropocene, Social Sciences 
GEOP2010 , Theory and Methods in Geography and Planning, Social Sciences 
GEOP2040 , Cities of the Global South , Social Sciences 
GEOP2050 , Environment and Society, Social Sciences 
GEOP2060 , Geography and Planning Field School, Social Sciences 
GEOP2070 ," Urban Dynamics: Population, Housing and Regeneration", Social Sciences 
GEOP2080 , Planning and Development, Social Sciences 
GEOP3000 , Environmental Justice in the Anthropocene, Social Sciences 
GEOP3020 , Disasters and Resilient Communities , Social Sciences 
GEOP3030 ,Making, Social Sciences 
GEOP3070 , Urban Economies, Social Sciences 
GEOP3080 , Urban Strategic Planning, Social Sciences 
GEOP3090 , Thinking Space, Social Sciences 
GEOP3800 , Practicing Geography, Social Sciences 
GEOP4070 , Social Impact Assessment, Social Sciences 
GEOP4080 , Planning Experience, Social Sciences 
GEOP4090 , Planning and Design, Social Sciences 
GEOP6050 , Environment and Society, Social Sciences 
GEOP6070 ," Urban Dynamics: Population, Housing and Regeneration", Social Sciences 
GEOP6080 , Theory and Methods in Geography and Planning, Social Sciences 
GEOP7000 , Dialogues in Geography and Planning, Social Sciences 
GEOP7001 , Approaches in Geography and Planning, Social Sciences 
GEOP8010 , Social Impact Assessment, Social Sciences 
GEOP8050 , Attitudes to the Environment, Social Sciences 
GEOP8060 , Environmental Impact Assessment, Social Sciences 
GEOP8075 ," Planning, Development and Assessment", Social Sciences 
GEOP8080 , Sustainable Urban Regions, Social Sciences 
GEOP8085 , Environmental Decision Making, Social Sciences 
GEOP8090 , Gateway to the Planning Profession, Social Sciences 
GEOP8990 , Geography and Planning, Social Sciences 
GEOS1110 , The Habitable Planet, Earth and Environmental Sciences 
GEOS1130 ," Blue Planet: Oceans, Climate and Life", Earth and Environmental Sciences 
GEOS2130 , Marine Sediments: Records of Past Earth, Earth and Environmental Sciences 
GEOS2311 , Geophysical Methods for Earth and Environmental Sciences, Earth and Environmental Sciences 
GEOS2320 , Planetary Physics, Earth and Environmental Sciences 
GEOS3080 , PACE in Earth and Environmental Sciences, Earth and Environmental Sciences 
GEOS3130 , Earth System History, Earth and Environmental Sciences 
GEOS3136 , Applied Marine Science, Earth and Environmental Sciences 
GEOS3315 , Global Tectonics and Cycles, Earth and Environmental Sciences 
GEOS3910 , Advanced Earth and Environmental Sciences III, Earth and Environmental Sciences 
GEOS7710 , Palaeoenvironments and Biogeochemistry, Earth and Environmental Sciences 
GEOS7711 , Research Topics in Earth and Environmental Sciences , Earth and Environmental Sciences 
GEOS7712 , Advanced Geochemical Applications and Techniques , Earth and Environmental Sciences 
GEOS7721 , Scientific Visualisation and Scripting, Earth and Environmental Sciences 
GEOS7900 , Research Frontiers: Advances in Earth and Environmental Sciences, Earth and Environmental Sciences 
GEOS7901 , Research Methods in Earth and Environmental Sciences, Earth and Environmental Sciences 
GEOS7922 , Advanced Field and Laboratory Techniques, Earth and Environmental Sciences 
GEOS7923 , Literature Project in Earth and Environmental Sciences, Earth and Environmental Sciences 
GEOS8800 , Research Frontiers in Earth and Environmental Sciences, Earth and Environmental Sciences 
GEOS8801 , Research Methods in Earth and Environmental Sciences, Earth and Environmental Sciences 
GEOS8810 , Palaeoenvironments and Biogeochemistry, Earth and Environmental Sciences 
GEOS8811 , Research Topics in Earth and Environmental Sciences, Earth and Environmental Sciences 
GEOS8812 , Advanced Geochemical Applications and Techniques , Earth and Environmental Sciences 
GEOS8821 , Scientific Visualisation and Scripting, Earth and Environmental Sciences 
GEOS8822 , Advanced Field and Laboratory Techniques, Earth and Environmental Sciences 
GEOS8823 , Literature Project in Earth and Environmental Sciences, Earth and Environmental Sciences 
GEOS8990 , Earth and Planetary Science, Earth and Environmental Sciences 
GEOX8010 , Social Impact Assessment, Social Sciences 
GMBA8001 , Know Your People, Management  
GMBA8002 , Know Your Organisation, Management  
GMBA8003 , Adapt Your Leadership Style, Management  
GMBA8004 , Become a Meaning Maker, Management  
GMBA8011 , Be Competitive, Management  
GMBA8012 , Be Global, Management  
GMBA8013 , Be Disruptive, Management  
GMBA8014 , Be Sustainable, Management  
GMBA8021 , Know Your Numbers 1, Accounting and Corporate Governance  
GMBA8022 , Know Your Numbers 2, Applied Finance  
GMBA8023 , Generate Insights, Actuarial Studies and Business Analytics  
GMBA8024 , Know Your Customers, Marketing  
GMBA8031 , Communicate with Impact, Marketing  
GMBA8032 , Manage Change, Management  
GMBA8033 , Negotiate and Resolve Conflict, Management  
GMBA8034 , Engage the Board, Accounting and Corporate Governance  
GMBA8101 ," Your Career, Your Life", Management  
GMBA8102 , Build Personal Resilience, Management  
GMBA8103 ," Improve Yourself, Always", Management  
GMBA8104 , Become a Global Citizen, Management  
GMBA8121 , Advise, Management  
GMBA8122 , Be Curious, Management  
GMBA8123 , Applied Immersion 1, Management  
GMBA8124 , Applied Immersion 2, Management  
GRMN1010 , I German Studies 1," Media, Communications, Creative Arts, Language and Literature "
GRMN1020 , I German Studies 2," Media, Communications, Creative Arts, Language and Literature "
GRMN1210 , C German Studies 3," Media, Communications, Creative Arts, Language and Literature "
GRMN1220 , C German Studies 4," Media, Communications, Creative Arts, Language and Literature "
GRMN2010 , I German Studies 3," Media, Communications, Creative Arts, Language and Literature "
GRMN2020 , I German Studies 4," Media, Communications, Creative Arts, Language and Literature "
GRMN2095 , Reading for Special Purposes 1," Media, Communications, Creative Arts, Language and Literature "
GRMN2210 , C German Studies 5," Media, Communications, Creative Arts, Language and Literature "
GRMN2220 , C German Studies 6," Media, Communications, Creative Arts, Language and Literature "
GRMN3010 , I German Studies 5," Media, Communications, Creative Arts, Language and Literature "
GRMN3020 , I German Studies 6," Media, Communications, Creative Arts, Language and Literature "
HLTH2000 , Contemporary Health Issues,Owned at Faculty level 
HLTH2110 , Clinical Epidemiology and Biostatistics for Health Sciences, Chiropractic  
HLTH2301 , Principles in Health and Disease 1, Chiropractic  
HLTH3050 , Health Placement,Owned at Faculty level 
HLTH3100 , Health Promotion,Owned at Faculty level 
HLTH3140 ," Radiographic Physics, Practice and Protection", Chiropractic  
HLTH3302 , Principles in Health and Disease 2, Chiropractic  
HLTH3303 , Principles in Health and Disease 3, Chiropractic  
HLTH3500 ," Legal, Ethical and Policy Directions in Human Sciences",Owned at Faculty level 
HLTH7900 , Research Frontiers in Anatomy and Chiropractic, Chiropractic  
HLTH7901 , Introduction to Clinical Research, Chiropractic  
HLTH7902 , Introduction to Knowledge Translation in Clinical Practice, Chiropractic  
HSYP8003 , Applied Research Methodologies in Health,Owned at Faculty level 
HSYP8004 , Public Health Informatics,Owned at Faculty level 
HSYP8005 , Infectious Disease Epidemiology,Owned at Faculty level 
HSYP8006 , Inclusive Health,Owned at Faculty level 
HSYP8007 , Program Planning and Evaluation in Health Promotion,Owned at Faculty level 
HSYP8008 , Global Nutrition and Food Security,Owned at Faculty level 
HSYP8100 , Foundations of Public Health,Owned at Faculty level 
HSYP8101 , Introduction to Epidemiology and Biostatistics,Owned at Faculty level 
HSYP8102 , Determinants of Health,Owned at Faculty level 
HSYP8103 , Health Law and Economics,Owned at Faculty level 
HSYP8104 , Disease Prevention and Health Promotion,Owned at Faculty level 
HSYP8105 , Systems Science in Healthcare,Owned at Faculty level 
HSYP8106 ," Innovation in Leadership, Teamwork and Advocacy",Owned at Faculty level 
HSYP8107 , Public Health Capstone,Owned at Faculty level 
HSYP8211 , Professional Practice,Owned at Faculty level 
HSYP8990 , Health Systems and Populations,Owned at Faculty level 
INDG7000 , Research Theme 6, Indigenous Studies  
INDG7001 , Research Ethics in Indigenous Australian Contexts, Indigenous Studies  
INED8001 , History of Indigenous Education, Indigenous Studies  
INED8002 , Sociology of Education, Indigenous Studies  
INED8010 , Indigenous Languages and Teaching, Indigenous Studies  
INED8020 , Research Methods in Indigenous Education, Indigenous Studies  
INED8022 , Indigenous Education Capstone Research Project, Indigenous Studies  
INED8030 ," Politics, Power and Indigenous Education", Indigenous Studies  
INED8040 , Global Indigenous Education, Indigenous Studies  
INED8050 , Trauma Informed Education, Indigenous Studies  
INTS1000 , Language and Communication: Cultural Contexts," Media, Communications, Creative Arts, Language and Literature "
INTS1015 , Intercultural Language Project 1," Media, Communications, Creative Arts, Language and Literature "
INTS1030 ,Country Cultural Studies," Media, Communications, Creative Arts, Language and Literature "
INTS2001 , Language in Use," Media, Communications, Creative Arts, Language and Literature "
INTS2015 , Intercultural Language Project 2," Media, Communications, Creative Arts, Language and Literature "
INTS2020 ," Citizenship, Borders and Transnationalism"," Media, Communications, Creative Arts, Language and Literature "
INTS2090 ,Country Cultural Studies," Media, Communications, Creative Arts, Language and Literature "
INTS3000 , International Studies Intercultural Program," Media, Communications, Creative Arts, Language and Literature "
INTS3010 , International Studies Project," Media, Communications, Creative Arts, Language and Literature "
INTS3013 ,Country Study 2," Media, Communications, Creative Arts, Language and Literature "
INTS3015 , Intercultural Language Project 3," Media, Communications, Creative Arts, Language and Literature "
INTS3016 ,Country Study 1," Media, Communications, Creative Arts, Language and Literature "
INTS3020 ," Language, Literature, Translation: Intercultural Perspectives"," Media, Communications, Creative Arts, Language and Literature "
INTS3030 , Visualising Cultures," Media, Communications, Creative Arts, Language and Literature "
INTS3040 , Global Issues," Media, Communications, Creative Arts, Language and Literature "
INTS3050 , International Studies Internship," Media, Communications, Creative Arts, Language and Literature "
INTS3080 ,Country Study 3," Media, Communications, Creative Arts, Language and Literature "
INTS3090 ,Country Study 4," Media, Communications, Creative Arts, Language and Literature "
INTS6000 , Reading Academic Texts in German I," Media, Communications, Creative Arts, Language and Literature "
INTS7000 ," Critique in Language, Literature and Culture Studies"," Media, Communications, Creative Arts, Language and Literature "
INTS7001 , Special Topics in International Studies: Languages and Cultures," Media, Communications, Creative Arts, Language and Literature "
INTS8990 , International Studies," Media, Communications, Creative Arts, Language and Literature "
ITAL1010 , I Italian Studies 1," Media, Communications, Creative Arts, Language and Literature "
ITAL1020 , I Italian Studies 2," Media, Communications, Creative Arts, Language and Literature "
ITAL2010 , I Italian Studies 3," Media, Communications, Creative Arts, Language and Literature "
ITAL2020 , I Italian Studies 4," Media, Communications, Creative Arts, Language and Literature "
ITAL3010 , I Italian Studies 5," Media, Communications, Creative Arts, Language and Literature "
ITAL3020 , I Italian Studies 6," Media, Communications, Creative Arts, Language and Literature "
JPNS1010 , I Japanese Studies 1," Media, Communications, Creative Arts, Language and Literature "
JPNS1020 , I Japanese Studies 2," Media, Communications, Creative Arts, Language and Literature "
JPNS1024 , Japanese Contemporary Culture," Media, Communications, Creative Arts, Language and Literature "
JPNS1210 , C Japanese Studies 3," Media, Communications, Creative Arts, Language and Literature "
JPNS1220 , C Japanese Studies 4," Media, Communications, Creative Arts, Language and Literature "
JPNS2010 , I Japanese Studies 3," Media, Communications, Creative Arts, Language and Literature "
JPNS2020 , I Japanese Studies 4," Media, Communications, Creative Arts, Language and Literature "
JPNS2021 , Social Issues in Contemporary Japan," Media, Communications, Creative Arts, Language and Literature "
JPNS2022 , Exploring Japanese Literature," Media, Communications, Creative Arts, Language and Literature "
JPNS2210 , C Japanese Studies 5," Media, Communications, Creative Arts, Language and Literature "
JPNS2220 , C Japanese Studies 6," Media, Communications, Creative Arts, Language and Literature "
JPNS3010 , I Japanese Studies 5," Media, Communications, Creative Arts, Language and Literature "
JPNS3020 , I Japanese Studies 6," Media, Communications, Creative Arts, Language and Literature "
JPNS3021 , Social Issues in Contemporary Japan ," Media, Communications, Creative Arts, Language and Literature "
JPNS3050 , Japanese Studies in Action," Media, Communications, Creative Arts, Language and Literature "
JPNX1010 , Introductory Japanese I," Media, Communications, Creative Arts, Language and Literature "
JPNX1020 , Introductory Japanese II," Media, Communications, Creative Arts, Language and Literature "
LAWS1000 , Foundations of Law,Macquarie Law School  
LAWS1010 , Introduction to Law and Social Justice,Macquarie Law School  
LAWS1100 ," Law, Lawyers and Society",Macquarie Law School  
LAWS1200 , Contracts,Macquarie Law School  
LAWS1300 , Criminal Justice,Macquarie Law School  
LAWS2000 , International Law,Macquarie Law School  
LAWS2050 ," Crime, Policy and Governance",Macquarie Law School  
LAWS2060 , The Politics of Human Rights Law,Macquarie Law School  
LAWS2100 , Jurisprudence,Macquarie Law School  
LAWS2200 , Property Law,Macquarie Law School  
LAWS2300 , Business Organisations,Macquarie Law School  
LAWS2400 , Torts,Macquarie Law School  
LAWS2500 , Equity and Trusts,Macquarie Law School  
LAWS5007 , Employment and Labour Law ,Macquarie Law School  
LAWS5010 , Trade Law ,Macquarie Law School  
LAWS5020 , Family Law,Macquarie Law School  
LAWS5021 , Foundations of Commercial Law,Macquarie Law School  
LAWS5023 , Intellectual Property Law,Macquarie Law School  
LAWS5028 , Competition Law,Macquarie Law School  
LAWS5029 , Law and Technology,Macquarie Law School  
LAWS5030 , Law Moots and Competitions,Macquarie Law School  
LAWS5036 , Modern Corporate Governance,Macquarie Law School  
LAWS5040 , Environmental Planning Law,Macquarie Law School  
LAWS5043 , Climate Change Law,Macquarie Law School  
LAWS5048 , Animal Law,Macquarie Law School  
LAWS5051 , Independent Professional Placement,Macquarie Law School  
LAWS5053 , Taxation,Macquarie Law School  
LAWS5056 , Succession,Macquarie Law School  
LAWS5057 , Conflict of Laws,Macquarie Law School  
LAWS5060 , Environmental Law,Macquarie Law School  
LAWS5065 , Dispute Management and Resolution,Macquarie Law School  
LAWS5069 , Energy and Natural Resources Law,Macquarie Law School  
LAWS5071 , Health Law and Ethics,Macquarie Law School  
LAWS5078 , Social Justice and Legal Tech Clinics,Macquarie Law School  
LAWS5079 , Refugees and Migration,Macquarie Law School  
LAWS5080 , Human Rights and Moral Dilemmas,Macquarie Law School  
LAWS5082 , Insolvency Law,Macquarie Law School  
LAWS5084 , Media Law,Macquarie Law School  
LAWS5086 , Law of the Sea,Macquarie Law School  
LAWS5087 , Law of Armed Conflict,Macquarie Law School  
LAWS5301 , International Law Exchange 1,Macquarie Law School  
LAWS5302 , International Law Exchange 2,Macquarie Law School  
LAWS5303 , International Law Exchange 3,Macquarie Law School  
LAWS5304 , International Law Exchange 4,Macquarie Law School  
LAWS5920 , Legal Research Project Part A,Macquarie Law School  
LAWS5930 , Legal Research Project Part B,Macquarie Law School  
LAWS5940 , Applied Legal Research,Macquarie Law School  
LAWS8000 , Law Moots and Competitions ,Macquarie Law School  
LAWS8001 , Foundations of Law,Macquarie Law School  
LAWS8002 , Criminal Justice and Public Policy,Macquarie Law School  
LAWS8005 , Theories of Law and Justice,Macquarie Law School  
LAWS8006 , Applied Legal Ethics,Macquarie Law School  
LAWS8009 , Property Law,Macquarie Law School  
LAWS8010 , Equity and Trusts,Macquarie Law School  
LAWS8011 , Company Law,Macquarie Law School  
LAWS8013 , Civil and Criminal Procedure,Macquarie Law School  
LAWS8014 , Evidence,Macquarie Law School  
LAWS8021 , Health Law,Macquarie Law School  
LAWS8022 , Family Law,Macquarie Law School  
LAWS8023 , Commercial Law,Macquarie Law School  
LAWS8024 , Intellectual Property Law,Macquarie Law School  
LAWS8025 , Taxation Law,Macquarie Law School  
LAWS8026 ,Discrimination Law,Macquarie Law School  
LAWS8027 , Remedies,Macquarie Law School  
LAWS8029 , Succession,Macquarie Law School  
LAWS8030 , Contracts,Macquarie Law School  
LAWS8036 , Insolvency Law,Macquarie Law School  
LAWS8037 , Refugees and Migration Law,Macquarie Law School  
LAWS8040 , Torts,Macquarie Law School  
LAWS8050 , Corporate Governance Law ,Macquarie Law School  
LAWS8051 , Climate Change Law,Macquarie Law School  
LAWS8052 , Trade and Environment Law,Macquarie Law School  
LAWS8055 , Environmental Law and Sustainable Development,Macquarie Law School  
LAWS8060 , Energy and Natural Resources Law ,Macquarie Law School  
LAWS8061 , Environmental Planning Law,Macquarie Law School  
LAWS8066 , Indigenous Peoples and the Law,Macquarie Law School  
LAWS8068 , Law and Technology ,Macquarie Law School  
LAWS8070 , Constitutional Law,Macquarie Law School  
LAWS8080 , Administrative Law,Macquarie Law School  
LAWS8087 , International Human Rights Law,Macquarie Law School  
LAWS8089 , Trade Law ,Macquarie Law School  
LAWS8092 , Law of the Sea,Macquarie Law School  
LAWS8094 , Human Rights and Moral Dilemmas,Macquarie Law School  
LAWS8095 , Legal Research Dissertation,Macquarie Law School  
LAWS8097 , Media Law and Culture,Macquarie Law School  
LAWS8098 , International Commercial Law,Macquarie Law School  
LAWS8099 , Professional and Community Engagement,Macquarie Law School  
LAWS8100 , Professional Skills and Practice,Macquarie Law School  
LAWS8990 , Law,Owned at Faculty level 
LING1109 ," Language, Culture and Communication", Linguistics  
LING1111 , Language: Its Structure and Use, Linguistics  
LING1120 , Exploring English, Linguistics  
LING1121 , Language Myths and Realities, Linguistics  
"""LING2213 "," Australia's Indigenous Languages""", Linguistics  
LING2214 , Introduction to Psycholinguistics, Linguistics  
LING2217 , Introductory Phonetics and Phonology, Linguistics  
LING2218 , Grammar and Meaning, Linguistics  
LING2219 , Introduction to Sociolinguistics, Linguistics  
LING2220 , Syntax, Linguistics  
LING2293 , Creating and Editing Professional Genres, Linguistics  
LING3300 , Linguistic Theory and Practice, Linguistics  
LING3381 , Language and Culture in the Workplace, Linguistics  
LING3383 , Morphosyntax: The Meaningful Components of Words, Linguistics  
LING3384 , Child Language Acquisition: Morphology and Syntax, Linguistics  
LING3385 , Second Language Teaching and Learning, Linguistics  
LING3386 , Multilingualism, Linguistics  
LING3388 , Accessible and Inclusive Communication, Linguistics  
LING3390 , Phonological Analysis, Linguistics  
LING3391 , Forensic Linguistics, Linguistics  
LING7385 , Advanced Topics in Second Language Teaching and Learning, Linguistics  
LING7700 ," Advanced Topics in Grammar, Meaning and Discourse", Linguistics  
LING7701 , Modern Theories of Linguistics in the History of Human Sciences, Linguistics  
LING7702 , Corpus Linguistics, Linguistics  
LING7780 , Advanced Topics in Language in Interaction, Linguistics  
LING7784 , Syntax and Semantics in Child Language, Linguistics  
LING7793 , Advanced Topics in Australia's Indigenous Languages, Linguistics  
LING8800 , Accessible Communication, Linguistics  
LING8990 , Linguistics, Linguistics  
LINX1300 , Placenames in the Modern World, Linguistics  
LINX2217 , Introduction to Phonetics and Phonology, Linguistics  
LYMP8000 , Lymphoedema in Context,Owned at Faculty level 
LYMP8001 , Principles of Lymphoedema Management,Owned at Faculty level 
LYMP8002 , Contemporary Evidence in Lymphoedema Management,Owned at Faculty level 
LYMP8003 , Lymphoedema Practice for the Upper Limb and Breast,Owned at Faculty level 
LYMP8004 , Lymphoedema Practice for the Lower Limb and Genital Region,Owned at Faculty level 
LYMP8005 , Lymphoedema Practice for the Head and Neck Region,Owned at Faculty level 
LYMP8006 , Professional Practice in Lymphoedema Management,Owned at Faculty level 
LYMP8007 , Management of Children with Lymphoedema ,Owned at Faculty level 
LYMP8008 , Management of Wounds in People with Chronic Oedemas ,Owned at Faculty level 
LYMP8009 , Wellness During Cancer Treatment and Beyond,Owned at Faculty level 
LYMP8010 , Survivorship: Living with Lymphoedema ,Owned at Faculty level 
LYMP8011 , Comprehensive Interprofessional Lymphoedema Models of Care ,Owned at Faculty level 
MATH1000 , Introduction to Mathematical Modelling, Mathematics and Statistics  
MATH1007 , Discrete Mathematics I, Mathematics and Statistics  
MATH1010 , Calculus and Linear Algebra I, Mathematics and Statistics  
MATH1015 , Calculus and Linear Algebra I (Advanced), Mathematics and Statistics  
MATH1020 , Calculus and Linear Algebra II, Mathematics and Statistics  
MATH1025 , Calculus and Linear Algebra II (Advanced), Mathematics and Statistics  
MATH2010 , Calculus and Linear Algebra III, Mathematics and Statistics  
MATH2020 , Vector Calculus and Complex Analysis, Mathematics and Statistics  
MATH2055 , Engineering Mathematics II, Mathematics and Statistics  
MATH2110 , Mathematical Modelling and Differential Equations, Mathematics and Statistics  
MATH2210 , Pure Mathematics II, Mathematics and Statistics  
MATH2907 , Discrete Mathematics II, Mathematics and Statistics  
MATH3599 , Professional Practice for Mathematical Sciences, Mathematics and Statistics  
MATH3900 , Geometry and Topology, Mathematics and Statistics  
MATH3902 , Nonlinear Dynamics and Chaos, Mathematics and Statistics  
MATH3905 , Mathematical Methods, Mathematics and Statistics  
MATH3906 , Partial Differential Equations, Mathematics and Statistics  
MATH3907 , Algebra IIIA, Mathematics and Statistics  
MATH3909 , Real and Functional Analysis, Mathematics and Statistics  
MATH3918 , Mathematics III Advanced, Mathematics and Statistics  
MATH6904 , Mathematical Modelling, Mathematics and Statistics  
MATH7900 , Research Frontiers in Mathematics, Mathematics and Statistics  
MATH7901 , Analysis, Mathematics and Statistics  
MATH7904 , Research Topics in Mathematics 1, Mathematics and Statistics  
MATH7905 , Research Topics in Mathematics 2, Mathematics and Statistics  
MATH7906 , Research Topics in Mathematics 3, Mathematics and Statistics  
MATH7907 , Advanced Methods in Mathematics 1, Mathematics and Statistics  
MATH7908 , Advanced Methods in Mathematics 2, Mathematics and Statistics  
MATH8990 , Mathematics,Owned at Faculty level 
MECH1001 , Introduction to Mechanical Engineering, Engineering 
MECH2001 , Engineering Dynamics, Engineering 
MECH2002 , Fluid Mechanics, Engineering 
